entry_time,exit_time,symbol,type,entry_price,exit_price,exit_reason,volume,pnl,pnl_pips,return_r,confluence_score,duration_hours
2022-01-04 19:15:00,2022-01-05 04:00:00,USDCAD,SELL,1.26955,1.271075,SL,0.001,-0.15949999999999986,-15.249999999999986,-1.070175438596483,8.0,8.75
2022-01-06 14:00:00,2022-01-06 18:00:00,USDCAD,SELL,1.27725,1.2759917857142857,TP,0.001,0.11882142857142652,12.582142857142653,1.1735509660225134,8.0,4.0
2022-01-06 21:15:00,2022-01-07 15:30:00,USDCAD,SELL,1.2721500000000001,1.2705907142857145,TP,0.001,0.1489285714285652,15.59285714285652,1.2250280583614075,8.0,18.25
2022-01-10 21:15:00,2022-01-11 01:45:00,USDCAD,BUY,1.26799,1.2668557142857142,SL,0.001,-0.12042857142857544,-11.342857142857543,-1.0966850828729127,8.0,4.5
2022-01-11 07:00:00,2022-01-11 11:00:00,USDCAD,SELL,1.26516,1.2646132142857143,TP,0.002,0.09535714285715825,5.467857142857913,0.9145758661889722,8.0,4.0
2022-01-12 14:45:00,2022-01-12 18:45:00,USDCAD,SELL,1.2544600000000001,1.2536442857142858,TP,0.001,0.0745714285714364,8.15714285714364,1.0496323529413414,8.0,4.0
2022-01-13 21:00:00,2022-01-14 01:00:00,USDCAD,BUY,1.24869,1.2497307142857144,TP,0.001,0.09707142857142836,10.407142857142837,1.1224961479198177,8.0,4.0
2022-01-14 09:45:00,2022-01-14 13:45:00,USDCAD,SELL,1.24937,1.248750357142857,TP,0.002,0.10992857142859981,6.1964285714299905,0.9585635359119391,8.0,4.0
2022-01-17 07:15:00,2022-01-17 11:15:00,USDCAD,SELL,1.25397,1.2535432142857144,TP,0.002,0.07135714285713425,4.2678571428567125,0.824137931034604,8.0,4.0
2022-01-18 08:00:00,2022-01-18 13:15:00,USDCAD,BUY,1.2515,1.250372142857143,SL,0.001,-0.1197857142857014,-11.278571428570139,-1.0972897845726204,8.0,5.25
2022-01-19 14:30:00,2022-01-19 18:30:00,USDCAD,SELL,1.24771,1.2484764285714285,SL,0.002,-0.16728571428567807,-7.664285714283903,-1.1500535905680818,8.0,4.0
2022-01-20 07:30:00,2022-01-20 11:30:00,USDCAD,SELL,1.24949,1.2489517857142858,TP,0.002,0.09364285714284228,5.382142857142114,0.9089264173700884,8.0,4.0
2022-01-21 07:15:00,2022-01-21 12:15:00,USDCAD,BUY,1.25272,1.2518092857142857,SL,0.001,-0.09807142857143203,-9.107142857143202,-1.1233480176211248,8.0,5.0
2022-01-26 18:45:00,2022-01-26 22:45:00,USDCAD,BUY,1.25985,1.2625064285714285,TP,0.001,0.25864285714285595,26.564285714285596,1.3253741981468445,8.0,4.0
2022-02-01 08:45:00,2022-02-01 12:45:00,USDCAD,SELL,1.27,1.2694296428571428,TP,0.002,0.10007142857144948,5.703571428572474,0.9295692665890486,8.0,4.0
2022-02-01 12:45:00,2022-02-01 16:45:00,USDCAD,SELL,1.26738,1.2684414285714285,SL,0.001,-0.11314285714285466,-10.614285714285465,-1.1040118870727984,8.0,4.0
2022-02-03 20:00:00,2022-02-04 09:15:00,USDCAD,SELL,1.26769,1.2692235714285713,SL,0.001,-0.16035714285713565,-15.335714285713564,-1.069755854509213,8.0,13.25
2022-02-04 14:45:00,2022-02-04 18:45:00,USDCAD,BUY,1.27194,1.2728264285714286,TP,0.001,0.08164285714285102,8.864285714285103,1.0753899480068483,8.0,4.0
2022-02-04 19:00:00,2022-02-07 03:15:00,USDCAD,BUY,1.27566,1.273942142857143,SL,0.001,-0.17878571428571044,-17.178571428571043,-1.0618101545253806,8.0,56.25
2022-02-08 09:00:00,2022-02-08 13:00:00,USDCAD,BUY,1.26881,1.2694328571428573,TP,0.002,0.11057142857145165,6.228571428572582,0.9603524229078102,8.0,4.0
2022-02-15 14:45:00,2022-02-15 18:45:00,USDCAD,SELL,1.27149,1.2725,SL,0.001,-0.10799999999999554,-10.099999999999554,-1.109890109890102,8.0,4.0
2022-02-15 18:45:00,2022-02-15 22:45:00,USDCAD,BUY,1.27445,1.2729428571428572,SL,0.001,-0.1577142857142929,-15.07142857142929,-1.0710659898477037,8.0,4.0
2022-02-18 08:00:00,2022-02-18 12:00:00,USDCAD,SELL,1.26946,1.2689657142857143,TP,0.002,0.08485714285715608,4.942857142857804,0.8781725888326916,8.0,4.0
