entry_time,exit_time,symbol,type,entry_price,exit_price,exit_reason,volume,pnl,pnl_pips,return_r,confluence_score,duration_hours
2022-02-17 11:00:00,2022-02-21 03:30:00,EURUSD,SELL,1.13555,1.1352418542439815,SL,0.001,0.0238145756018563,3.0814575601856298,0.0754989489599208,9.5,88.5
2022-06-14 16:30:00,2022-06-15 02:30:00,EURUSD,SELL,1.04371,1.0434738383651276,SL,0.001,0.016616163487227838,2.3616163487227837,0.07025240550191292,9.5,10.0
2022-06-28 09:30:00,2022-06-28 15:00:00,EURUSD,BUY,1.05833,1.056055489421226,SL,0.001,-0.2344510578774036,-22.74510578774036,-1.0459873596275477,9.5,5.5
2022-07-07 12:00:00,2022-07-08 03:30:00,EURUSD,SELL,1.01881,1.018495852911774,SL,0.001,0.024414708822596894,3.1414708822596893,0.07585398935719549,9.5,15.5
2022-09-07 15:00:00,2022-09-07 19:00:00,EURUSD,SELL,0.98916,0.9931137797592423,SL,0.001,-0.4023779759242271,-39.537797592422706,-1.0259485508376978,9.5,4.0
2022-09-27 15:30:00,2022-09-28 05:00:00,EURUSD,SELL,0.9621000000000001,0.9552628018527172,TP,0.001,0.6767198147282897,68.37198147282896,1.4269534540106785,9.5,13.5
2022-10-06 10:30:00,2022-10-06 14:30:00,EURUSD,SELL,0.9909,0.988435707683162,TP,0.001,0.23942923168379793,24.64292316837979,1.31345221430667,9.5,4.0
2022-10-11 17:00:00,2022-10-11 21:00:00,EURUSD,SELL,0.96982,0.9736492864662023,SL,0.001,-0.38992864662022864,-38.29286466202286,-1.026814781032851,9.5,4.0
2022-10-12 15:30:00,2022-10-13 12:00:00,EURUSD,SELL,0.97038,0.9736809936751397,SL,0.001,-0.3370993675139696,-33.009936751396964,-1.031240299153551,9.5,20.5
2022-10-17 11:30:00,2022-10-17 15:30:00,EURUSD,SELL,0.97372,0.9759642183468697,SL,0.001,-0.23142183468697197,-22.442183468697195,-1.0466370414869248,9.5,4.0
2022-12-30 11:00:00,2022-12-30 15:00:00,EURUSD,BUY,1.0657699999999999,1.0671293658090657,SL,0.001,0.12893658090658155,13.593658090658156,0.7451816676099405,9.5,4.0
2023-01-11 13:30:00,2023-01-12 10:00:00,EURUSD,BUY,1.07487,1.0750644168123098,SL,0.001,0.012441681230980557,1.9441681230980556,0.06603454836176026,9.5,20.5
2023-02-22 10:00:00,2023-02-22 14:00:00,EURUSD,SELL,1.06515,1.0639370039263045,SL,0.001,0.11429960736955158,12.129960736955159,0.7390706479609706,9.5,4.0
2023-03-30 10:00:00,2023-03-30 14:00:00,EURUSD,BUY,1.08435,1.0868792760572636,TP,0.001,0.24592760572637185,25.292760572637185,1.3176624993370651,9.5,4.0
2023-05-05 12:30:00,2023-05-05 16:30:00,EURUSD,SELL,1.10258,1.099882662327955,TP,0.001,0.26273376720449415,26.973376720449416,1.327718468873309,9.5,4.0
2023-05-26 11:30:00,2023-05-26 15:30:00,EURUSD,SELL,1.07302,1.0744778688259164,SL,0.001,-0.15278688259163642,-14.578688259163641,-1.073644816120219,9.5,4.0
2023-06-26 09:00:00,2023-06-26 14:30:00,EURUSD,SELL,1.09005,1.091476922562819,SL,0.001,-0.14969225628189553,-14.269225628189552,-1.0753623480390182,9.5,5.5
2023-06-28 11:30:00,2023-06-28 15:30:00,EURUSD,BUY,1.09532,1.0934217771067825,SL,0.001,-0.1968222893217616,-18.98222893217616,-1.0556104587352102,9.5,4.0
2023-07-31 11:00:00,2023-07-31 15:00:00,EURUSD,BUY,1.10191,1.1019850741514863,SL,0.001,0.0005074151486331785,0.7507415148633179,0.042881345332220024,9.5,4.0
2023-11-28 14:00:00,2023-11-28 18:00:00,EURUSD,BUY,1.0954,1.0976788519507625,TP,0.001,0.2208851950762606,22.78851950762606,1.300293051935598,9.5,4.0
2023-12-11 11:00:00,2023-12-11 16:00:00,EURUSD,SELL,1.0761100000000001,1.0760703562574823,SL,0.001,-0.0030356257482141375,0.39643742517858627,0.0283892008356805,9.5,5.0
