entry_time,exit_time,symbol,type,entry_price,exit_price,exit_reason,volume,pnl,pnl_pips,return_r,confluence_score,duration_hours
2022-02-09 08:00:00,2022-02-15 16:00:00,GBPUSD,BUY,1.35694,1.3487098152642774,SL,0.001,-0.8300184735722679,-82.30184735722678,-1.0122998435153148,9.5,152.0
2022-02-16 08:00:00,2022-02-24 04:00:00,GBPUSD,BUY,1.35626,1.349441200534833,SL,0.001,-0.6888799465166947,-68.18799465166947,-1.014883611353253,9.5,188.0
2022-03-01 12:00:00,2022-03-07 00:00:00,GBPUSD,SELL,1.34002,1.3198911831685616,TP,0.001,2.005881683143841,201.2881683143841,1.4743637533202532,9.5,132.0
2022-04-01 16:00:00,2022-04-13 08:00:00,GBPUSD,SELL,1.31028,1.2981740214901307,TP,0.001,1.2035978509869165,121.05978509869163,1.4578515650469392,9.5,280.0
2022-04-13 12:00:00,2022-04-13 20:00:00,GBPUSD,SELL,1.29929,1.3106110784474696,SL,0.001,-1.1391078447469545,-113.21078447469546,-1.0089117993843577,9.5,8.0
2022-04-21 16:00:00,2022-04-22 08:00:00,GBPUSD,SELL,1.30329,1.2936071855645987,TP,0.001,0.961281443540131,96.82814435401309,1.44767171232159,9.5,16.0
2022-05-10 12:00:00,2022-05-23 08:00:00,GBPUSD,SELL,1.23166,1.2553387527846793,SL,0.001,-2.374875278467935,-236.78752784679347,-1.004241106428028,9.5,308.0
2022-05-24 16:00:00,2022-06-10 16:00:00,GBPUSD,BUY,1.25356,1.2378310082167114,SL,0.001,-1.579899178328857,-157.2899178328857,-1.0063983653831665,9.5,408.0
2022-06-16 08:00:00,2022-06-16 16:00:00,GBPUSD,SELL,1.21262,1.24016452434305,SL,0.001,-2.761452434304988,-275.4452434304988,-1.0036437140884649,9.5,8.0
2022-07-14 08:00:00,2022-07-22 16:00:00,GBPUSD,SELL,1.18406,1.2046968447376682,SL,0.001,-2.070684473766836,-206.36844737668358,-1.0048692971718567,9.5,200.0
2022-07-22 16:00:00,2022-08-01 12:00:00,GBPUSD,BUY,1.20224,1.2245895225522154,TP,0.001,2.227952255221545,223.4952255221545,1.476871760241104,9.5,236.0
2022-08-09 16:00:00,2022-08-10 12:00:00,GBPUSD,SELL,1.2081,1.2183416366096351,SL,0.001,-1.0311636609635173,-102.41636609635174,-1.009860341466483,9.5,20.0
2022-08-17 12:00:00,2022-08-19 08:00:00,GBPUSD,SELL,1.20607,1.1886251860218442,TP,0.001,1.7374813978155783,174.4481397815578,1.4704970222984959,9.5,44.0
2022-08-24 16:00:00,2022-09-05 00:00:00,GBPUSD,SELL,1.17833,1.147436079976623,TP,0.001,3.0823920023377096,308.939200233771,1.48319673076851,9.5,272.0
2022-09-06 12:00:00,2022-09-12 12:00:00,GBPUSD,SELL,1.15453,1.1702064924728541,SL,0.001,-1.5746492472854074,-156.76492472854073,-1.006419930557169,9.5,144.0
2022-09-20 12:00:00,2022-09-23 08:00:00,GBPUSD,SELL,1.14161,1.1195926277625985,TP,0.001,2.194737223740152,220.17372237401523,1.4765283112192291,9.5,68.0
2022-10-17 08:00:00,2022-10-26 12:00:00,GBPUSD,BUY,1.12672,1.161117223006892,TP,0.001,3.4327223006892074,343.97223006892074,1.4848908789086308,9.5,220.0
2022-11-18 12:00:00,2022-12-01 16:00:00,GBPUSD,BUY,1.19075,1.2289345466161536,TP,0.001,3.811454661615367,381.84546616153665,1.486375861503462,9.5,316.0
2022-12-08 12:00:00,2022-12-21 16:00:00,GBPUSD,BUY,1.22131,1.205495738368788,SL,0.001,-1.58842616312118,-158.142616312118,-1.0063636461163004,9.5,316.0
2022-12-27 08:00:00,2023-01-06 12:00:00,GBPUSD,SELL,1.20602,1.1846996534809635,TP,0.001,2.125034651903658,213.20346519036582,1.4757733454082633,9.5,244.0
2023-04-06 08:00:00,2023-05-25 16:00:00,GBPUSD,BUY,1.24688,1.2321928708536147,SL,0.001,-1.4757129146385257,-146.87129146385257,-1.0068553585147884,9.5,1184.0
2023-06-05 16:00:00,2023-06-08 16:00:00,GBPUSD,BUY,1.24355,1.2532052932169442,TP,0.001,0.958529321694425,96.55293216944249,1.4475277746872024,9.5,72.0
2023-07-06 08:00:00,2023-07-07 20:00:00,GBPUSD,BUY,1.27107,1.2786182547768035,TP,0.001,0.7478254776803542,75.48254776803542,1.4335296195379994,9.5,36.0
2023-08-21 12:00:00,2023-08-23 08:00:00,GBPUSD,BUY,1.27518,1.267215880325265,SL,0.001,-0.8034119674734871,-79.6411967473487,-1.0127159814621411,9.5,44.0
2023-09-01 12:00:00,2023-09-01 16:00:00,GBPUSD,BUY,1.26918,1.2617546148307133,SL,0.001,-0.7495385169286702,-74.25385169286702,-1.0136511593164086,9.5,4.0
2023-09-12 16:00:00,2023-09-21 00:00:00,GBPUSD,SELL,1.24763,1.2314394892971965,TP,0.001,1.612051070280353,161.90510702803527,1.468259746664838,9.5,200.0
2023-10-27 20:00:00,2023-10-31 12:00:00,GBPUSD,SELL,1.2114800000000001,1.2197914327724069,SL,0.001,-0.8381432772406757,-83.11432772406756,-1.012178142691008,9.5,88.0
2023-12-01 16:00:00,2023-12-08 12:00:00,GBPUSD,BUY,1.26948,1.2537138008646525,SL,0.001,-1.583619913534749,-157.66199135347492,-1.0063831692126497,9.5,164.0
2023-12-11 16:00:00,2023-12-14 00:00:00,GBPUSD,SELL,1.25384,1.2640255402731633,SL,0.001,-1.0255540273163206,-101.85540273163207,-1.0099151852346553,9.5,56.0
