time,open,high,low,close,tick_volume,spread,real_volume,Returns,Log_Returns,SMA_20,SMA_50,SMA_200,Dist_SMA20,Dist_SMA200,RSI_14,Momentum_10,ATR_14,Rel_Vol,Vol_SMA_20,Rel_Volume,Target_Return,Target_Class
2025-03-17 13:45:00,3000.12,3001.17,2996.38,2997.45,1683,27,0,-0.0008533304888984627,-0.0008536947826168063,2992.7315000000003,2989.7982,2982.06385,0.0015741713790053194,0.005133079784483416,79.9098196392775,4.699999999999818,2.66571428571433,0.0008893273568247444,1410.75,1.1929824561403508,-0.0028424160536455467,-1
2025-03-17 14:00:00,2997.48,2997.77,2989.8,2990.65,2347,27,0,-0.0022685949723930676,-0.002271172132393347,2992.8325,2989.7726000000002,2982.3096,-0.0007297744637453031,0.0027888251717854127,56.376109765940846,-4.690000000000055,3.025000000000026,0.0010114857974019113,1459.85,1.6076994211734084,-0.0010967515423069285,-1
2025-03-17 14:15:00,2990.72,2994.55,2984.96,2992.84,3526,27,0,0.0007322822797719564,0.0007320142919238434,2993.074,2989.8294,2982.5651000000003,-7.818660536477847e-05,0.00343316047633682,58.550613496932606,-2.7199999999998,3.550714285714321,0.0011864029770099038,1584.05,2.2259398377576467,-0.001219577391374127,-1
2025-03-17 14:30:00,2993.02,2994.55,2989.71,2991.19,2690,27,0,-0.0005513158070595825,-0.0005514678374995638,2993.3125,2989.8894,2982.8045499999994,-0.0007095838111253199,0.002803382600236252,50.77044646384803,-5.369999999999891,3.656428571428608,0.0012223993030962953,1640.45,1.6397939589746715,-0.0011032398476861216,-1
2025-03-17 14:45:00,2991.25,2992.44,2984.7,2987.07,3401,27,0,-0.001377378234080684,-0.0013783276914219392,2993.3940000000002,2989.8466,2983.0325,-0.0021171248079221673,0.0013516589835525662,39.66521106259128,-8.279999999999745,4.026428571428596,0.001347952532558191,1737.45,1.9574664019108463,0.002022048361772555,1
2025-03-17 15:00:00,2987.0,2990.7,2985.97,2988.93,3322,27,0,0.000622683767035781,0.0006224899799401289,2993.6235,2989.8386000000005,2983.26615,-0.0015702943862854978,0.0018949423372243283,38.018691588784264,-8.289999999999964,4.106428571428588,0.0013738791378281152,1834.95,1.8104035532303333,0.003001073962923373,1
2025-03-17 15:15:00,2988.95,2990.19,2986.35,2987.37,2134,27,0,-0.0005219259065952775,-0.0005220621573318538,2993.7165,2989.7694,2983.4734,-0.0021244439088563202,0.0013043580139052192,35.4218583125665,-11.510000000000218,4.226428571428577,0.001414765687353283,1857.25,1.1490106340018844,0.004117333976039195,1
2025-03-17 15:30:00,2987.3,2990.99,2986.05,2989.19,4229,27,0,0.0006092315314139007,0.0006090460252247888,2993.8015,2989.7378000000003,2983.6801,-0.001542725621322157,0.0018432752685510175,37.253545485991125,-11.059999999999945,4.461428571428574,0.001492520907479476,2009.65,2.1043465280023885,0.003114556117209011,1
2025-03-17 15:45:00,2989.21,2991.19,2987.15,2987.89,3431,27,0,-0.0004349004245297605,-0.00043499502114712217,2993.777,2989.6614,2983.88135,-0.001970286724076245,0.0013416323894118462,37.137931034482705,-12.349999999999909,4.614285714285708,0.0015443291802193881,2119.1,1.6190835732150441,0.0026272720883298017,1
2025-03-17 16:00:00,2988.04,2993.39,2987.12,2993.11,3549,27,0,0.0017470522676539257,0.0017455279469613507,2993.8925,2989.695,2984.1234000000004,-0.0002614337595343305,0.0030024289117338574,43.647604327666734,-6.900000000000091,4.804285714285697,0.0016051149855119582,2244.5,1.5811984851860101,0.0009321408167424217,1
2025-03-17 16:15:00,2992.84,2998.04,2992.69,2997.9,3324,27,0,0.0016003421190666778,0.0015990629361892887,2994.15,2989.8378000000002,2984.39365,0.0012508756129290502,0.004505270355915845,48.61894024802704,0.45000000000027285,5.016428571428572,0.0016733141770668041,2332.95,1.4248055037613323,-0.0005070215817738477,-1
2025-03-17 16:30:00,2997.89,3000.35,2996.16,2999.67,3289,27,0,0.0005904132893024272,0.0005902390639496042,2994.3665,2990.038,2984.6788,0.0017680278163931316,0.004997616404471137,49.191750278706905,9.019999999999982,5.2100000000000035,0.0017368577210159796,2408.45,1.3656085864352594,-0.0008567609103669049,-1
2025-03-17 16:45:00,2999.61,3000.55,2998.12,2998.5,3261,27,0,-0.0003900429047195564,-0.0003901189912386319,2994.5135,2990.2344,2984.9513499999994,0.0013294980823745134,0.004518475904619188,47.65118790496789,5.6599999999998545,5.276428571428596,0.001759689368493779,2485.35,1.312088840605951,-0.000573620143405007,-1
2025-03-17 17:00:00,2998.43,2999.24,2994.5,2995.74,2856,27,0,-0.000920460230115161,-0.0009208841137647623,2994.4725,2990.3848000000003,2985.2013999999995,0.0004231008031404352,0.0035178620307504374,44.604498357340944,4.549999999999727,5.390000000000002,0.0017992215612836905,2551.35,1.1194073725674643,0.000280398165394935,0
2025-03-17 17:15:00,2995.94,2996.78,2992.84,2995.9,2470,27,0,5.3409174360918854e-05,5.34077481417478e-05,2994.5,2990.5422000000003,2985.4537,0.00046730531726696183,0.0034868653826896972,47.91498520312119,8.829999999999927,5.3292857142857235,0.0017788596796574395,2603.2,0.9488322065150585,-0.0005407390099803067,-1
2025-03-17 17:30:00,2995.8,2997.92,2994.53,2996.38,2068,27,0,0.0001602189659200004,0.00016020613223226198,2994.4579999999996,2990.7266000000004,2985.69745,0.0006414406717440645,0.003565151950019688,59.28687196110189,7.450000000000273,5.002142857142871,0.001669395356110664,2642.35,0.7826366681173955,-0.0006441105600759611,-1
2025-03-17 17:45:00,2996.39,2998.46,2996.05,2997.1,1676,27,0,0.00024028994987279617,0.00024026108486667925,2994.369,2990.9418000000005,2985.9519,0.0009112141737011669,0.003719628974675482,57.24982981620095,9.730000000000018,4.489285714285708,0.0014978765187300084,2675.45,0.6264366742043395,-3.002902806037433e-05,0
2025-03-17 18:00:00,2997.09,2997.6,2994.45,2996.78,1994,28,0,-0.00010676987754820733,-0.00010677557785733431,2994.1955000000003,2991.1468,2986.2061,0.0008624256702193469,0.003528420504675125,59.96434937611427,7.5900000000001455,4.368571428571419,0.0014577551333669534,2699.55,0.7386416254560945,0.0004671680937538003,0
2025-03-17 18:15:00,2996.77,2997.66,2995.02,2996.58,2319,29,0,-6.67382991077492e-05,-6.67405262071222e-05,2994.0125,2991.3408,2986.4711000000007,0.0008568100968437717,0.0033734790995065263,69.70576046415155,8.690000000000055,4.004285714285678,0.0013362852699696582,2755.2,0.8416811846689896,0.0005606391286065993,1
2025-03-17 18:30:00,2996.59,2997.13,2992.94,2994.28,1794,28,0,-0.0007675416641637067,-0.0007678363750784071,2993.726,2991.5148,2986.71235,0.00018501943706002353,0.002527368849940691,60.887260887261355,1.1700000000000728,3.965714285714252,0.0013244300084542032,2768.15,0.6480862670014269,0.001198952669756892,1
2025-03-17 18:45:00,2994.24,2995.37,2993.62,2994.45,1804,27,0,5.677491750932795e-05,5.677330587469885e-05,2993.576,2991.7252000000003,2986.97285,0.0002918732989362976,0.002497002788491947,65.27178602243279,-3.450000000000273,3.8164285714285273,0.0012745006834071458,2774.2,0.6502775574940524,0.0013257860375028852,1
2025-03-17 19:00:00,2994.44,2997.5,2994.44,2997.01,1884,27,0,0.0008549149259464706,0.0008545496943276525,2993.8940000000002,2991.9878,2987.2458500000002,0.0010397029038942097,0.00325796377055798,66.34615384615384,-2.6599999999998545,3.682142857142838,0.0012286054624918961,2751.05,0.684829428763563,0.0008808779416817902,1
2025-03-17 19:15:00,2997.03,2998.44,2996.98,2998.18,1981,27,0,0.00039038908779076564,0.000390312905797267,2994.161,2992.3010000000004,2987.5123,0.0013404798911338806,0.0035580585555236737,71.62673392181586,-0.3200000000001637,3.4978571428571286,0.0011666601547796092,2673.8,0.7408931109282668,0.00022680426125187836,0
2025-03-17 19:30:00,2998.1,2998.75,2997.69,2998.26,1723,27,0,2.6682854264992173e-05,2.668249828396869e-05,2994.5144999999998,2992.6151999999997,2987.7437,0.001249224550239288,0.003507467664578865,63.806970509383554,2.5200000000004366,3.125714285714269,0.001042509417366829,2625.45,0.6562684492182294,0.00035353838559704087,0
2025-03-17 19:45:00,2998.25,2999.38,2997.73,2997.87,1406,27,0,-0.000130075443757538,-0.000130083904301753,2995.0544999999997,2992.889,2987.9818,0.0009391668084340404,0.0032984085367277,49.894736842104564,1.9699999999998,2.8614285714285677,0.0009544872097284298,2525.7,0.55667735677238,0.0002868703446112786,0
2025-03-17 20:00:00,2997.86,2998.78,2996.62,2998.42,1965,27,0,0.00018346359248400113,0.00018344676509722798,2995.529,2993.1659999999997,2988.20925,0.0009641744652183737,0.0034053768317981433,45.20337682271705,2.0399999999999636,2.716428571428586,0.0009059533258944997,2457.85,0.7994792196431841,0.0002067755684660444,0
